epoch,training_loss,training_acc,val_loss,val_acc
0,3.3405202909752174,0.037592592592592594,3.3171493631822093,0.037037037037037035
1,3.3269378980000814,0.035555555555555556,3.3190683325131736,0.036111111111111115
2,3.3248255654617593,0.032777777777777774,3.324091453243185,0.03518518518518519
3,3.324397541417016,0.033888888888888885,3.3096624656959817,0.03888888888888889
4,3.319712840848499,0.04185185185185185,3.2923588233965413,0.0638888888888889
5,3.309271006451713,0.041666666666666664,3.2920345156281083,0.044444444444444446
6,2.852734381622738,0.16722222222222222,2.2565356958140104,0.325
7,1.809641971549502,0.4483333333333333,1.499443441344839,0.5222222222222223
8,1.25042237808445,0.6107407407407407,1.537366060838664,0.5722222222222223
9,0.9879777270489959,0.6961111111111111,1.033179255061845,0.6916666666666667
10,0.7590648089300548,0.7544444444444444,0.9736354524847465,0.7148148148148148
11,0.6194329155640271,0.799074074074074,0.9726829682363637,0.7185185185185186
12,0.575942009570685,0.8137037037037037,0.9245554074673068,0.7314814814814815
13,0.4797991862406181,0.8455555555555555,0.8271838327210617,0.7712962962962964
14,0.41660822876785664,0.8616666666666666,0.8622367246670264,0.7481481481481482
15,0.3746156937959178,0.8762962962962962,0.9455856944590845,0.7407407407407408
16,0.3153267957416136,0.8962962962962963,1.091737310728368,0.7435185185185186
17,0.289626735216282,0.9051851851851851,0.9439538075664797,0.7527777777777778
18,0.23364546181662768,0.9229629629629629,0.8823949260277215,0.7787037037037038
19,0.21396397769075756,0.9338888888888889,1.0034946389576203,0.7574074074074074
20,0.2192756144654389,0.9337037037037037,1.0999076034948774,0.7546296296296297
21,0.14635542026772874,0.9474074074074074,1.4370284869592995,0.6925925925925926
22,0.15685567771078152,0.9509259259259258,0.9213000167254723,0.7916666666666667
23,0.11618131069205796,0.9633333333333333,1.0949592125710683,0.7694444444444445
24,0.16300067922341324,0.9488888888888889,1.0800102575958084,0.737962962962963
25,0.1392652098489086,0.9581481481481481,0.9880947721449184,0.775
26,0.09224679480600526,0.969074074074074,1.1921648171576233,0.7814814814814816
27,0.1221205572754261,0.965,0.9477226345539007,0.7962962962962963
28,0.08797662934829506,0.9744444444444444,1.2970793367715339,0.7472222222222222
29,0.09027879926898853,0.9738888888888888,1.160125830768973,0.7851851851851852
30,0.10409891037098803,0.969074074074074,1.022775791494254,0.7740740740740741
31,0.1002000018095463,0.9703703703703703,1.1543496815816638,0.7768518518518519
32,0.10126184461088777,0.97,1.0414208111068108,0.7851851851851852
33,0.052024678451875674,0.9842592592592592,0.9538029419904982,0.7722222222222223
34,0.05105140287265101,0.9844444444444443,1.0916551201268674,0.7981481481481482
35,0.033979675863708036,0.9879629629629629,1.242736818226762,0.7546296296296297
36,0.10651318526257937,0.9698148148148148,1.0971581566067428,0.7907407407407407
37,0.03835460896775463,0.9896296296296295,1.1536110090898983,0.7842592592592593
38,0.05323634275259963,0.9848148148148148,1.560956043894083,0.7018518518518518
39,0.07902291511068313,0.9777777777777777,1.2761259543426553,0.762962962962963
40,0.014156666530024635,0.9959259259259259,0.9384320916678576,0.8092592592592593
41,0.0030753619434657747,0.9996296296296295,0.9667664389021627,0.8101851851851852
42,0.002151423288331955,0.9996296296296295,1.002135447778784,0.8166666666666667
43,0.0021357399477811034,0.9998148148148147,1.0060163883937565,0.8175925925925926
44,0.0015046108236129877,1.0,1.0205689055250196,0.8138888888888889
45,0.0012105819075520791,1.0,1.0196639390260949,0.8138888888888889
46,0.0011550115605626263,1.0,1.0171779470761844,0.8194444444444445
47,0.0009311554159627054,1.0,1.0352746847286725,0.8185185185185185
48,0.0011150542838905943,1.0,1.0430403576361662,0.812962962962963
49,0.0007162768738675035,1.0,1.0542870309397527,0.8157407407407408
