epoch,training_loss,training_acc,val_loss,val_acc
0,3.2930014800142358,0.04203703703703703,3.296174911437211,0.03888888888888889
1,3.215801923584055,0.060925925925925925,2.994866492019759,0.10370370370370371
2,3.093642771575186,0.08703703703703704,3.2959192351058677,0.03518518518518519
3,3.0818983866108787,0.09481481481481481,2.6296314130778664,0.21203703703703705
4,2.82838787039121,0.15203703703703703,2.44376596974002,0.2564814814814815
5,2.409006369776196,0.2664814814814815,2.2057385539842977,0.3055555555555556
6,2.1432568970653745,0.33999999999999997,2.4166491634591862,0.27685185185185185
7,1.9758621063221384,0.38999999999999996,2.329685451945773,0.3037037037037037
8,1.8680665424093603,0.41703703703703704,2.0790927341138876,0.362962962962963
9,1.773364451955314,0.4438888888888889,2.0185248602043697,0.38796296296296295
10,1.686835645225451,0.4711111111111111,1.9504277887452324,0.4046296296296297
11,1.6079564418643713,0.4892592592592592,1.925357308049031,0.4138888888888889
12,1.5927914584676424,0.4988888888888889,1.8269818136684113,0.43703703703703706
13,1.5562143065449265,0.5088888888888888,1.872178469836298,0.4305555555555556
14,1.4946431395563262,0.5231481481481481,1.9685109505223441,0.4277777777777778
15,1.4490051577212635,0.5285185185185185,1.7859730321916114,0.45462962962962966
16,1.4499769929313548,0.5311111111111111,1.8265164220162358,0.42592592592592593
17,1.4047250598565573,0.5414814814814815,2.120162245058627,0.38333333333333336
18,1.390587480295168,0.5516666666666666,1.73800769713233,0.4851851851851852
19,1.3380104250102132,0.5599999999999999,1.7455349474136408,0.4564814814814815
20,1.321801029516522,0.5622222222222222,1.8007574369785961,0.45092592592592595
21,1.272037137536056,0.5879629629629629,1.717931261508191,0.4851851851851852
22,1.2345525977749343,0.5962962962962962,1.7278769053380663,0.4935185185185185
23,1.249177377677902,0.5983333333333333,1.7203887633427426,0.46851851851851856
24,1.1750684541270688,0.6057407407407407,1.8058041652116958,0.47500000000000003
25,1.1934650496157162,0.6157407407407407,1.7747065280909065,0.46574074074074073
26,1.2062333687738929,0.6044444444444445,1.9302446165561884,0.4166666666666667
27,1.1530925744903033,0.6166666666666666,1.8079299861737699,0.45740740740740743
28,1.1457837994917537,0.6216666666666666,1.7128163746933245,0.45925925925925926
29,1.1102419567397899,0.6237037037037036,1.8021161739608809,0.4638888888888889
