epoch,training_loss,training_acc,val_loss,val_acc
0,3.2976594830000843,0.03333333333333333,3.2255038541776164,0.07222222222222223
1,2.872950246819743,0.1511111111111111,2.492024029639584,0.27222222222222225
2,2.123739776374013,0.35,1.945278533628947,0.4314814814814815
3,1.7118560644211593,0.4703703703703703,1.7849673558720733,0.47685185185185186
4,1.4126838831989854,0.5581481481481482,1.5116711236467515,0.5425925925925926
5,1.2081942052063015,0.6255555555555555,1.4012300411457006,0.5851851851851853
6,1.0539280167522116,0.6611111111111111,1.2568826194937746,0.6055555555555556
7,0.9694116203752519,0.6888888888888889,1.4937876798221075,0.5509259259259259
8,0.9147463187083809,0.7074074074074074,1.037754980076527,0.6768518518518519
9,0.8277819378827526,0.7307407407407407,1.3182030565846987,0.587962962962963
10,0.7233362388114781,0.7575925925925926,1.1203493315670467,0.6481481481481481
11,0.7438551792396336,0.7537037037037037,1.1712613037143793,0.6583333333333333
12,0.6746959809175072,0.7751851851851852,1.0814382355634873,0.6694444444444445
13,0.6249910430803775,0.7894444444444444,1.1652590469565,0.6490740740740741
14,0.5804935354016143,0.8051851851851851,1.1354375637247358,0.6620370370370371
15,0.545300396983253,0.8137037037037037,1.350105148870002,0.6240740740740741
16,0.5357089698110267,0.8179629629629629,1.0258613086240345,0.6833333333333333
17,0.5274424363341597,0.8246296296296296,1.1891400554316836,0.6796296296296297
18,0.5105357411684289,0.8268518518518518,1.1317521561620905,0.6555555555555556
19,0.4712121898606441,0.8446296296296296,1.0227673966915232,0.6972222222222223
20,0.48167682138341156,0.8425925925925926,1.4495724095704783,0.6064814814814815
21,0.45778040086922744,0.8474074074074074,1.2998108712891332,0.6796296296296297
22,0.4081210183946866,0.8616666666666666,1.046082932480473,0.6833333333333333
23,0.37701215037426056,0.8781481481481481,1.1823259127833137,0.6916666666666667
24,0.40662467259604723,0.8718518518518518,1.0790028147196171,0.7231481481481482
25,0.3812561912478764,0.8720370370370369,1.013590922033203,0.7046296296296296
26,0.35913047829154593,0.8824074074074074,1.1974778707338003,0.6898148148148149
27,0.33881409485525016,0.887037037037037,1.1698904148274947,0.6870370370370371
28,0.4018717261867837,0.8729629629629629,1.148561003896475,0.6657407407407407
29,0.3592578705301329,0.8807407407407407,1.1711828161201083,0.6907407407407408
